"","run.date","Wt.mg","ID","N","N.mg","N.area","C","C.mg","C.area","site","LU","stand","position","year","rep","inc_from","inc_to","depth","line","Nadj","CNevalday"
"273","29-Jun-201710.prm",26.506,"Bp.E1.Ee2.3.0-10.16",0.1485,0.0394,11.5258,2.4238,0.6425,315.1084,"Bp","E","Bp.E1","Ee2","16",3,0,10,5,6,0.1485,"Jun-29"
"274","29-Jun-201711.prm",26.506,"Bp.E1.L.3.0-10.16",0.1075,0.0285,9.5771,1.9244,0.5101,250.4704,"Bp","E","Bp.E1","L","16",3,0,10,5,7,0.1075,"Jun-29"
"276","29-Jun-201713.prm",29.574,"Bp.E1.T.3.0-10.16",0.1203,0.0356,10.8503,2.0169,0.5965,292.6635,"Bp","E","Bp.E1","T","16",3,0,10,5,9,0.1203,"Jun-29"
"277","29-Jun-201714.prm",29.574,"Bp.E1.L.2.0-10.16",0.1003,0.0297,9.7896,1.8899,0.5589,274.308,"Bp","E","Bp.E1","L","16",2,0,10,5,10,0.1003,"Jun-29"
"278","29-Jun-201715.prm",26.416,"Bp.E1.Ee1.3.0-10.16",0.1257,0.0332,10.4209,2.1514,0.5683,278.9024,"Bp","E","Bp.E1","Ee1","16",3,0,10,5,11,0.1257,"Jun-29"
"279","29-Jun-201716.prm",28.694,"Bp.E1.L.3.0-10.16",0.1007,0.0289,9.6479,1.7713,0.5083,249.581,"Bp","E","Bp.E1","L","16",3,0,10,5,12,0.1007,"Jun-29"
"280","29-Jun-201717.prm",29.913,"Bp.E1.Ee1.2.0-10.16",0.1481,0.0443,12.413,2.7384,0.8191,401.3935,"Bp","E","Bp.E1","Ee1","16",2,0,10,5,13,0.1481,"Jun-29"
"282","29-Jun-201719.prm",28.898,"Bp.E1.L.1.0-10.16",0.135,0.039,11.4645,2.452,0.7086,347.4054,"Bp","E","Bp.E1","L","16",1,0,10,5,15,0.135,"Jun-29"
"283","29-Jun-201720.prm",27.397,"Bp.E1.T.1.0-10.16",0.1119,0.0307,9.9659,2.1049,0.5767,282.9837,"Bp","E","Bp.E1","T","16",1,0,10,5,16,0.1119,"Jun-29"
"284","29-Jun-201721.prm",27.236,"Bp.E1.Ee1.1.0-10.16",0.1243,0.0339,10.5404,2.1574,0.5876,288.3151,"Bp","E","Bp.E1","Ee1","16",1,0,10,5,17,0.1243,"Jun-29"
"285","29-Jun-201722.prm",28.668,"Bp.E1.Ee2.1.0-10.16",0.1402,0.0402,11.6744,2.5832,0.7406,363.0165,"Bp","E","Bp.E1","Ee2","16",1,0,10,5,18,0.1402,"Jun-29"
"286","29-Jun-201723.prm",26.365,"Bp.E1.T.4.0-10.16",0.1264,0.0333,10.4429,2.4662,0.6502,318.8918,"Bp","E","Bp.E1","T","16",4,0,10,5,19,0.1264,"Jun-29"
"287","29-Jun-201724.prm",28.258,"Bp.E1.Ee1.4.0-10.16",0.1434,0.0405,11.736,2.6747,0.7558,370.4652,"Bp","E","Bp.E1","Ee1","16",4,0,10,5,20,0.1434,"Jun-29"
"288","29-Jun-201725.prm",29.165,"Bp.E1.Ee2.4.0-10.16",0.1674,0.0488,13.2236,3.0684,0.8949,438.3853,"Bp","E","Bp.E1","Ee2","16",4,0,10,5,21,0.1674,"Jun-29"
"289","29-Jun-201726.prm",26.321,"Bp.E1.L.4.0-10.16",0.1465,0.0386,11.3824,2.6115,0.6874,337.0373,"Bp","E","Bp.E1","L","16",4,0,10,5,22,0.1465,"Jun-29"
"290","29-Jun-201727.prm",28.309,"Bp.E1.T.1.20-40.16",0.0843,0.0239,8.7456,1.6252,0.4601,226.0423,"Bp","E","Bp.E1","T","16",1,20,40,30,23,0.0843,"Jun-29"
"291","29-Jun-201728.prm",29.789,"Bp.E1.Ee2.1.20-40.16",0.0925,0.0275,9.407,1.7419,0.5189,254.7627,"Bp","E","Bp.E1","Ee2","16",1,20,40,30,24,0.0925,"Jun-29"
"292","29-Jun-201729.prm",29.792,"Bp.E1.Ee1.1.20-40.16",0.0838,0.025,8.9458,1.7052,0.508,249.451,"Bp","E","Bp.E1","Ee1","16",1,20,40,30,25,0.0838,"Jun-29"
"293","29-Jun-201730.prm",28.72,"Bp.E1.L.1.20-40.16",0.0991,0.0285,9.5735,1.7584,0.505,247.9896,"Bp","E","Bp.E1","L","16",1,20,40,30,26,0.0991,"Jun-29"
"295","29-Jun-201732.prm",28.837,"Bp.E1.T.4.20-40.16",0.0853,0.0246,8.8808,1.51,0.4354,214.014,"Bp","E","Bp.E1","T","16",4,20,40,30,28,0.0839463725096859,"Jun-29"
"296","29-Jun-201733.prm",26.961,"Bp.E1.L.4.20-40.16",0.1006,0.0271,9.3334,1.6869,0.4548,223.4762,"Bp","E","Bp.E1","L","16",4,20,40,30,29,0.0974570288522354,"Jun-29"
"297","29-Jun-201734.prm",26.508,"Bp.E1.Ee2.4.20-40.16",0.0957,0.0254,9.0156,1.5385,0.4078,200.5333,"Bp","E","Bp.E1","Ee2","16",4,20,40,30,30,0.0912841543682424,"Jun-29"
"298","29-Jun-201735.prm",29.118,"Bp.E1.Ee1.4.20-40.16",0.1013,0.0295,9.7587,1.7289,0.5034,247.2103,"Bp","E","Bp.E1","Ee1","16",4,20,40,30,31,0.0951620809921653,"Jun-29"
"299","29-Jun-201736.prm",27.624,"Bp.E1.Ee2.3.20-40.16",0.1023,0.0283,9.538,1.6849,0.4654,228.666,"Bp","E","Bp.E1","Ee2","16",3,20,40,30,32,0.0946674783494793,"Jun-29"
"300","29-Jun-201737.prm",27.951,"Bp.E1.Ee1.3.20-40.16",0.1618,0.0452,12.5804,1.7395,0.4862,238.8027,"Bp","E","Bp.E1","Ee1","16",3,20,40,30,33,0.147526858346752,"Jun-29"
"301","29-Jun-201738.prm",29.305,"Bp.E1.T.3.20-40.16",0.1598,0.0468,12.8676,1.6095,0.4717,231.7004,"Bp","E","Bp.E1","T","16",3,20,40,30,34,0.14359213118477,"Jun-29"
"302","29-Jun-201739.prm",28.087,"Bp.E1.L.3.20-40.16",0.1651,0.0464,12.7866,1.6519,0.464,227.9488,"Bp","E","Bp.E1","L","16",3,20,40,30,35,0.146235702598268,"Jun-29"
"303","29-Jun-201740.prm",26.153,"Bp.E1.Ee2.2.20-40.16",0.1349,0.0353,10.7942,1.7112,0.4475,219.9208,"Bp","E","Bp.E1","Ee2","16",2,20,40,30,36,0.117803818874726,"Jun-29"
"304","29-Jun-201741.prm",27.633,"Bp.E1.Ee1.2.20-40.16",0.1387,0.0383,11.3414,1.7234,0.4762,233.9286,"Bp","E","Bp.E1","Ee1","16",2,20,40,30,37,0.119440353499892,"Jun-29"
"305","29-Jun-201742.prm",29.34,"Bp.E1.T.2.20-40.16",0.1247,0.0366,11.0297,1.6197,0.4752,233.4423,"Bp","E","Bp.E1","T","16",2,20,40,30,38,0.105913670484005,"Jun-29"
"306","29-Jun-201743.prm",26.334,"Bp.E1.L.2.20-40.16",0.123,0.0324,10.2772,1.5746,0.4147,203.8667,"Bp","E","Bp.E1","L","16",2,20,40,30,39,0.103058327955471,"Jun-29"
"307","29-Jun-201744.prm",28.475,"Bp.E1.L.1.20-40.16",0.1461,0.0416,11.9284,1.8503,0.5269,258.6634,"Bp","E","Bp.E1","L","16",1,20,40,30,40,0.120781353944497,"Jun-29"
"311","29-Jun-201748.prm",27.374,"Bp.E1.Ee1.1.20-40.16",0.1478,0.0404,11.7223,1.8151,0.4969,244.0122,"Bp","E","Bp.E1","Ee1","16",1,20,40,30,44,0.11600132047024,"Jun-29"
"316","23-Oct-2017509_36.prm",27.044,"It.N.4.0-10.04",0.4166,0.1127,33.6199,6.2054,1.6782,1080.7721,"It","N","It.N",NA,"04",4,0,10,5,1,0.422510432990041,"Oct-23"
"317","23-Oct-2017609_42.prm",26.132,"It.N.3.10-20.04",0.3088,0.0807,27.2877,4.6406,1.2127,782.7457,"It","N","It.N",NA,"04",3,10,20,15,2,0.317688181507082,"Oct-23"
"318","23-Oct-2017709_48.prm",27.302,"It.N.4.10-20.04",0.2075,0.0567,22.5211,3.3206,0.9066,586.7764,"It","N","It.N",NA,"04",4,10,20,15,3,0.216589511358359,"Oct-23"
"320","23-Oct-2017909_59.prm",26.67,"JP.E1.4.10-20.16",0.136,0.0363,10.1157,0.7713,0.2057,138.0707,"JP","E","JP.E1",NA,"16",4,10,20,15,5,0.146227789462928,"Oct-23"
"322","23-Oct-20171110_11.prm",26.584,"JP.E1.2.10-20.16",0.1357,0.0361,10.0601,0.6716,0.1785,120.6772,"JP","E","JP.E1",NA,"16",2,10,20,15,7,0.150430436495866,"Oct-23"
"323","23-Oct-20171210_16.prm",27.22,"JP.E1.1.10-20.16",0.1423,0.0387,10.802,0.9389,0.2556,169.993,"JP","E","JP.E1",NA,"16",1,10,20,15,8,0.160231645298697,"Oct-23"
"324","23-Oct-20171310_22.prm",29.194,"Bp.E1.Ee1.4.10-20.16",0.0807,0.0235,15.9594,2.1186,0.6185,402.3582,"Bp","E","Bp.E1","Ee1","16",4,10,20,15,9,0.0923234911283286,"Oct-23"
"325","23-Oct-20171410_28.prm",29.334,"Bp.E1.T.4.10-20.16",0.0751,0.022,15.6581,1.7548,0.5148,335.9355,"Bp","E","Bp.E1","T","16",4,10,20,15,10,0.0873142560011613,"Oct-23"
"326","23-Oct-20171510_34.prm",28.944,"Bp.E1.Ee2.4.10-20.16",0.0721,0.0209,15.4257,1.8563,0.5373,350.3586,"Bp","E","Bp.E1","Ee2","16",4,10,20,15,11,0.0852122270742358,"Oct-23"
"327","23-Oct-20171610_39.prm",29.087,"Bp.E1.L.4.10-20.16",0.0741,0.0216,15.5668,2.042,0.594,386.6339,"Bp","E","Bp.E1","L","16",4,10,20,15,12,0.0890481731882484,"Oct-23"
"328","23-Oct-20171710_45.prm",29.571,"JP.E1.3.10-20.16",0.1204,0.0356,9.9331,1.0244,0.3029,200.3065,"JP","E","JP.E1",NA,"16",3,10,20,15,13,0.147162175332902,"Oct-23"
"329","23-Oct-20171810_51.prm",29.312,"Bp.E1.Ee1.3.10-20.16",0.074,0.0217,15.5933,1.9216,0.5633,366.9828,"Bp","E","Bp.E1","Ee1","16",3,10,20,15,14,0.0920219266585483,"Oct-23"
"330","23-Oct-20171910_56.prm",28.57,"Bp.E1.Ee2.3.10-20.16",0.0675,0.0193,15.117,1.7729,0.5065,330.6621,"Bp","E","Bp.E1","Ee2","16",3,10,20,15,15,0.0854249447700625,"Oct-23"
"331","23-Oct-20172011_02.prm",25.998,"Bp.E1.L.3.10-20.16",0.0481,0.0125,13.7693,1.775,0.4615,301.8163,"Bp","E","Bp.E1","L","16",3,10,20,15,16,0.061970283014338,"Oct-23"
"332","23-Oct-20172111_08.prm",28.418,"Bp.E1.T.3.10-20.16",0.0669,0.019,15.058,1.8181,0.5167,337.1586,"Bp","E","Bp.E1","T","16",3,10,20,15,17,0.087773432018958,"Oct-23"
"334","23-Oct-20172311_19.prm",29.703,"Bp.E1.Ee2.2.10-20.16",0.055,0.0163,14.528,1.6229,0.482,314.9829,"Bp","E","Bp.E1","Ee2","16",2,10,20,15,19,0.0749102496663987,"Oct-23"
"339","02-Aug-2017510_26.prm",28.833,"Eu.E2.Ee1.2.10-20.16",0.0703,0.0203,10.2753,1.3552,0.3907,263.4954,"Eu","E","Eu.E2","Ee1","16",2,10,20,15,1,0.0703,"Aug-02"
"340","02-Aug-2017610_32.prm",26.763,"Eu.E2.Ee2.2.10-20.16",0.0656,0.0176,9.6324,1.2266,0.3283,222.5302,"Eu","E","Eu.E2","Ee2","16",2,10,20,15,2,0.0656,"Aug-02"
"341","02-Aug-2017710_38.prm",25.643,"Eu.E2.T.2.10-20.16",0.0713,0.0183,9.8043,1.3313,0.3414,231.1383,"Eu","E","Eu.E2","T","16",2,10,20,15,3,0.0713,"Aug-02"
"342","02-Aug-2017810_44.prm",26.079,"Eu.E2.L.2.10-20.16",0.1004,0.0262,11.6783,1.9954,0.5204,348.5083,"Eu","E","Eu.E2","L","16",2,10,20,15,4,0.1004,"Aug-02"
"344","02-Aug-20171010_55.prm",28.539,"Eu.E2.T.3.10-20.16",0.1104,0.0315,12.9466,2.1331,0.6088,406.4622,"Eu","E","Eu.E2","T","16",3,10,20,15,6,0.1104,"Aug-02"
"345","02-Aug-20171111_01.prm",26.145,"Eu.E2.L.3.10-20.16",0.072,0.0188,9.935,1.7015,0.4449,298.9794,"Eu","E","Eu.E2","L","16",3,10,20,15,7,0.072,"Aug-02"
"346","02-Aug-20171211_06.prm",26.723,"Eu.E2.Ee1.3.10-20.16",0.0902,0.0241,11.1892,1.8202,0.4864,326.2407,"Eu","E","Eu.E2","Ee1","16",3,10,20,15,8,0.0902,"Aug-02"
"347","02-Aug-20171311_12.prm",26.334,"Eu.E2.Ee2.3.10-20.16",0.0608,0.016,9.2625,1.2052,0.3174,215.3899,"Eu","E","Eu.E2","Ee2","16",3,10,20,15,9,0.0608,"Aug-02"
"348","02-Aug-20171411_18.prm",26.65,"Eu.E2.L.1.10-20.16",0.0858,0.0229,10.8916,2.1358,0.5692,380.5134,"Eu","E","Eu.E2","L","16",1,10,20,15,10,0.0858,"Aug-02"
"349","02-Aug-20171511_24.prm",25.803,"Eu.E2.T.1.10-20.16",0.0687,0.0177,9.6712,1.6885,0.4357,292.9632,"Eu","E","Eu.E2","T","16",1,10,20,15,11,0.0687,"Aug-02"
"352","02-Aug-20171811_41.prm",27.778,"JP.E1.L.1.0-10.16",0.0299,0.0083,7.4359,0.8335,0.2315,159.1008,"JP","E","JP.E1","L","16",1,0,10,5,14,0.0299,"Aug-02"
"353","02-Aug-20171911_47.prm",26.698,"JP.E1.Ee2.1.0-10.16",0.0644,0.0172,9.5419,1.5293,0.4083,275.0068,"JP","E","JP.E1","Ee2","16",1,0,10,5,15,0.0644,"Aug-02"
"354","02-Aug-20172011_52.prm",25.313,"JP.E1.Ee1.1.0-10.16",0.0397,0.01,7.8456,1.0559,0.2673,182.5308,"JP","E","JP.E1","Ee1","16",1,0,10,5,16,0.0397,"Aug-02"
"355","02-Aug-20172111_58.prm",26.461,"JP.E1.T.1.0-10.16",0.0292,0.0077,7.2946,0.6527,0.1727,120.5135,"JP","E","JP.E1","T","16",1,0,10,5,17,0.0292,"Aug-02"
"356","02-Aug-20172212_04.prm",26.616,"JP.E1.1.10-20.16",0.0416,0.0111,8.0884,0.8592,0.2287,157.2196,"JP","E","JP.E1",NA,"16",1,10,20,15,18,0.0416,"Aug-02"
"357","02-Aug-20172312_09.prm",27.171,"JP.E1.T.2.0-10.16",0.0321,0.0087,7.5321,0.9997,0.2716,185.3886,"JP","E","JP.E1","T","16",2,0,10,5,19,0.0321,"Aug-02"
"358","02-Aug-20172412_15.prm",27.755,"JP.E1.L.2.0-10.16",0.0529,0.0147,8.9475,1.3606,0.3776,254.9029,"JP","E","JP.E1","L","16",2,0,10,5,20,0.0529,"Aug-02"
"359","02-Aug-20172512_21.prm",27.759,"JP.E1.Ee2.2.0-10.16",0.0586,0.0163,9.3254,1.3779,0.3825,258.0858,"JP","E","JP.E1","Ee2","16",2,0,10,5,21,0.0586,"Aug-02"
"360","02-Aug-20172612_27.prm",26.918,"JP.E1.Ee1.2.0-10.16",0.0498,0.0134,8.6471,1.4483,0.3899,262.9123,"JP","E","JP.E1","Ee1","16",2,0,10,5,22,0.0498,"Aug-02"
"361","02-Aug-20172712_32.prm",27.408,"JP.E1.2.10-20.16",0.0299,0.0082,7.4062,0.6693,0.1834,127.5587,"JP","E","JP.E1",NA,"16",2,10,20,15,23,0.0299,"Aug-02"
"362","02-Aug-20172812_38.prm",26.096,"JP.E1.T.3.0-10.16",0.0609,0.0159,9.2359,1.6559,0.4321,290.6313,"JP","E","JP.E1","T","16",3,0,10,5,24,0.0609,"Aug-02"
"363","02-Aug-20172912_44.prm",27.936,"JP.E1.Ee1.3.0-10.16",0.053,0.0148,8.9796,1.4338,0.4005,269.9271,"JP","E","JP.E1","Ee1","16",3,0,10,5,25,0.053,"Aug-02"
"366","02-Aug-20173213_01.prm",28.029,"JP.E1.Ee2.3.0-10.16",0.0473,0.0133,8.6081,1.2772,0.358,242.0205,"JP","E","JP.E1","Ee2","16",3,0,10,5,28,0.0473,"Aug-02"
"367","02-Aug-20173313_07.prm",26.008,"JP.E1.L.3.0-10.16",0.0317,0.0082,7.4162,0.6889,0.1792,124.7617,"JP","E","JP.E1","L","16",3,0,10,5,29,0.0317,"Aug-02"
"368","02-Aug-20173413_13.prm",27.247,"JP.E1.3.10-20.16",0.0367,0.01,7.837,0.9381,0.2556,174.8754,"JP","E","JP.E1",NA,"16",3,10,20,15,30,0.0367,"Aug-02"
"369","02-Aug-20173513_18.prm",26.469,"JP.E1.T.4.0-10.16",0.0411,0.0109,8.041,1.0002,0.2648,180.8791,"JP","E","JP.E1","T","16",4,0,10,5,31,0.0411,"Aug-02"
"370","02-Aug-20173613_24.prm",28.169,"JP.E1.L.4.0-10.16",0.0317,0.0089,7.5791,0.8168,0.2301,158.1529,"JP","E","JP.E1","L","16",4,0,10,5,32,0.0317,"Aug-02"
"371","02-Aug-20173713_30.prm",28.327,"JP.E1.Ee1.4.0-10.16",0.0957,0.0271,11.9027,2.222,0.6294,420.0208,"JP","E","JP.E1","Ee1","16",4,0,10,5,33,0.0957,"Aug-02"
"372","02-Aug-20173813_36.prm",27.378,"JP.E1.Ee2.4.0-10.16",0.0414,0.0113,8.1528,0.9204,0.252,172.5039,"JP","E","JP.E1","Ee2","16",4,0,10,5,34,0.0414,"Aug-02"
"373","02-Aug-20173913_41.prm",28.025,"JP.E1.4.10-20.16",0.0311,0.0087,7.5329,0.8053,0.2257,155.2559,"JP","E","JP.E1",NA,"16",4,10,20,15,35,0.0311,"Aug-02"
"374","02-Aug-20174013_47.prm",27.188,"Bp.E1.T.1.10-20.16",0.1027,0.0279,12.0952,1.9936,0.542,362.7003,"Bp","E","Bp.E1","T","16",1,10,20,15,36,0.1027,"Aug-02"
"375","02-Aug-20174113_53.prm",29.754,"Bp.E1.Ee1.1.10-20.16",0.0992,0.0295,12.4715,1.905,0.5668,378.9549,"Bp","E","Bp.E1","Ee1","16",1,10,20,15,37,0.0992,"Aug-02"
"376","02-Aug-20174213_59.prm",25.518,"Bp.E1.Ee2.1.10-20.16",0.1043,0.0266,11.7842,1.9911,0.5081,340.4529,"Bp","E","Bp.E1","Ee2","16",1,10,20,15,38,0.1043,"Aug-02"
"377","02-Aug-20174314_05.prm",26.563,"Bp.E1.T.2.10-20.16",0.0958,0.0254,11.5035,1.9139,0.5084,340.6466,"Bp","E","Bp.E1","T","16",2,10,20,15,39,0.0958,"Aug-02"
"379","02-Aug-20174514_16.prm",28.734,"Bp.E1.L.2.10-20.16",0.0888,0.0255,11.5198,1.8091,0.5198,348.1466,"Bp","E","Bp.E1","L","16",2,10,20,15,41,0.0888,"Aug-02"
"380","02-Aug-20174614_22.prm",26.747,"Bp.E1.Ee1.2.10-20.16",0.0919,0.0246,11.2993,1.8204,0.4869,326.5544,"Bp","E","Bp.E1","Ee1","16",2,10,20,15,42,0.0919,"Aug-02"
"381","02-Aug-20174714_28.prm",28.532,"Bp.E1.Ee2.2.10-20.16",0.0945,0.027,11.8659,1.8465,0.5268,352.7455,"Bp","E","Bp.E1","Ee2","16",2,10,20,15,43,0.0945,"Aug-02"
"382","02-Aug-20174814_33.prm",25.627,"Bp.E1.T.3.10-20.16",0.0929,0.0238,11.1186,1.8488,0.4738,317.9586,"Bp","E","Bp.E1","T","16",3,10,20,15,44,0.0929,"Aug-02"
"383","02-Aug-20174914_39.prm",29.488,"Bp.E1.L.3.10-20.16",0.0928,0.0274,11.9623,1.8193,0.5365,359.0553,"Bp","E","Bp.E1","L","16",3,10,20,15,45,0.0928,"Aug-02"
"384","02-Aug-20175014_45.prm",27.791,"Bp.E1.Ee1.3.10-20.16",0.1036,0.0288,12.2999,1.9805,0.5504,368.1849,"Bp","E","Bp.E1","Ee1","16",3,10,20,15,46,0.1036,"Aug-02"
"385","02-Aug-20175114_51.prm",28.057,"Bp.E1.Ee2.3.10-20.16",0.0984,0.0276,12.0176,1.8073,0.5071,339.7833,"Bp","E","Bp.E1","Ee2","16",3,10,20,15,47,0.0984,"Aug-02"
"386","02-Aug-20175214_56.prm",26.405,"Bp.E1.Ee2.4.10-20.16",0.1012,0.0267,11.8105,1.8474,0.4878,327.1527,"Bp","E","Bp.E1","Ee2","16",4,10,20,15,48,0.1012,"Aug-02"
"387","02-Aug-20175315_02.prm",28.855,"Bp.E1.L.4.10-20.16",0.1091,0.0315,12.9378,2.0916,0.6035,403.0299,"Bp","E","Bp.E1","L","16",4,10,20,15,49,0.1091,"Aug-02"
"388","02-Aug-20175415_08.prm",28.905,"Bp.E1.T.4.10-20.16",0.095,0.0275,11.9837,1.8056,0.5219,349.5079,"Bp","E","Bp.E1","T","16",4,10,20,15,50,0.095,"Aug-02"
"389","02-Aug-20175515_14.prm",27.092,"Bp.E1.Ee1.4.10-20.16",0.1137,0.0308,12.7782,2.1963,0.595,397.4509,"Bp","E","Bp.E1","Ee1","16",4,10,20,15,51,0.1137,"Aug-02"
"391","02-Aug-20175715_58.prm",27.82,"Eu.E2.Ee2.1.10-20.16",0.0681,0.0189,9.9601,1.3797,0.3838,258.9746,"Eu","E","Eu.E2","Ee2","16",1,10,20,15,53,0.0681,"Aug-02"
"392","02-Aug-20175816_04.prm",28.605,"Eu.E2.Ee1.1.10-20.16",0.0688,0.0197,10.135,1.4764,0.4223,284.2134,"Eu","E","Eu.E2","Ee1","16",1,10,20,15,54,0.0688,"Aug-02"
"393","02-Aug-20175916_09.prm",27.046,"Eu.E2.Ee2.4.10-20.16",0.101,0.0273,11.9501,1.9434,0.5256,351.9351,"Eu","E","Eu.E2","Ee2","16",4,10,20,15,55,0.101,"Aug-02"
"394","02-Aug-20176016_15.prm",27.627,"Eu.E2.L.4.10-20.16",0.0782,0.0216,10.5904,1.5214,0.4203,282.8932,"Eu","E","Eu.E2","L","16",4,10,20,15,56,0.0782,"Aug-02"
"395","02-Aug-20176116_21.prm",26.937,"Eu.E2.Ee1.4.10-20.16",0.0674,0.0182,9.7733,1.2102,0.326,221.0445,"Eu","E","Eu.E2","Ee1","16",4,10,20,15,57,0.0674,"Aug-02"
"396","02-Aug-20176216_27.prm",25.594,"Eu.E2.T.4.10-20.16",0.0985,0.0252,11.4485,1.6449,0.421,283.3349,"Eu","E","Eu.E2","T","16",4,10,20,15,58,0.0985,"Aug-02"
"397","02-Aug-20176316_36.prm",27.58,"It.N.1.0-10.04",0.3966,0.1094,31.4476,6.2133,1.7136,1130.9771,"It","N","It.N",NA,"04",1,0,10,5,59,0.3966,"Aug-02"
"398","02-Aug-20176416_41.prm",26.515,"It.N.3.0-10.04",0.4449,0.118,33.4899,6.4786,1.7178,1133.7147,"It","N","It.N",NA,"04",3,0,10,5,60,0.4449,"Aug-02"
"399","02-Aug-20176516_47.prm",26.794,"It.N.2.10-20.04",0.2786,0.0747,23.1959,4.3544,1.1667,772.3474,"It","N","It.N",NA,"04",2,10,20,15,61,0.2786,"Aug-02"
"400","02-Aug-20176616_54.prm",24.231,"It.N.4.10-20.04",0.2171,0.0526,17.9556,3.1348,0.7596,505.3687,"It","N","It.N",NA,"04",4,10,20,15,62,0.2171,"Aug-02"
"406","28-Jul-2017510_23.prm",27.446,"Bp.E2.T.1.10-20.16",0.2112,0.058,18.577,4.0027,1.0986,674.9972,"Bp","E","Bp.E2","T","16",1,10,20,15,1,0.2112,"Jul-28"
"407","28-Jul-2017610_29.prm",26.641,"Bp.E2.L.1.10-20.16",0.1431,0.0381,14.3153,2.8975,0.7719,492.3722,"Bp","E","Bp.E2","L","16",1,10,20,15,2,0.1431,"Jul-28"
"408","28-Jul-2017710_35.prm",26.864,"Bp.E2.Ee1.1.10-20.16",0.1628,0.0437,15.5255,3.1399,0.8435,532.3903,"Bp","E","Bp.E2","Ee1","16",1,10,20,15,3,0.1628,"Jul-28"
"409","28-Jul-2017810_41.prm",26.521,"Bp.E2.Ee2.1.10-20.16",0.1402,0.0372,14.1139,2.6796,0.7107,458.1106,"Bp","E","Bp.E2","Ee2","16",1,10,20,15,4,0.1402,"Jul-28"
"411","28-Jul-20171010_55.prm",26.787,"Bp.E2.T.2.10-20.16",0.0856,0.0229,11.0582,2.1258,0.5694,379.1567,"Bp","E","Bp.E2","T","16",2,10,20,15,6,0.0856,"Jul-28"
"412","28-Jul-20171111_02.prm",26.987,"Bp.E2.L.2.10-20.16",0.0875,0.0236,11.2013,1.9548,0.5275,355.7361,"Bp","E","Bp.E2","L","16",2,10,20,15,7,0.0875,"Jul-28"
"413","28-Jul-20171211_08.prm",28.159,"Bp.E2.Ee1.2.10-20.16",0.1075,0.0303,12.6344,1.8221,0.5131,347.6582,"Bp","E","Bp.E2","Ee1","16",2,10,20,15,8,0.1075,"Jul-28"
"414","28-Jul-20171311_15.prm",27.735,"Bp.E2.Ee2.2.10-20.16",0.1038,0.0288,12.3147,1.6966,0.4705,323.8682,"Bp","E","Bp.E2","Ee2","16",2,10,20,15,9,0.1038,"Jul-28"
"415","28-Jul-20171411_22.prm",26.679,"Eu.E2.T.4.10-20.16",0.0571,0.0152,4.0285,1.2198,0.3254,242.7345,"Eu","E","Eu.E2","T","16",4,10,20,15,10,0.0571,"Jul-28"
"416","28-Jul-20171511_29.prm",27.079,"Eu.E2.L.4.10-20.16",0.0518,0.014,3.7092,1.1725,0.3175,238.3107,"Eu","E","Eu.E2","L","16",4,10,20,15,11,0.0518,"Jul-28"
"417","28-Jul-20171611_35.prm",27.432,"Eu.E2.Ee1.4.10-20.16",0.0387,0.0106,2.809,0.9667,0.2652,209.0512,"Eu","E","Eu.E2","Ee1","16",4,10,20,15,12,0.0387,"Jul-28"
