"","run.date","ID","Wt.mg","N.mg","C.mg","N","C","site","LU","stand","position","year","rep","inc_from","inc_to","depth","line","Nadj","CNevalday"
"545","JP.A.3.60-100.16_9_13_2018 1_01_51 PM_53","JP.A.3.60-100.16",26.154,0.005,0.049,0.02,0.187,"JP","A","JP.A",NA,"16",3,60,100,80,52,0.02,"9-13"
"555","JP.A.4.60-100.16_9_13_2018 1_06_53 PM_54","JP.A.4.60-100.16",28.95,0.005,0.059,0.019,0.203,"JP","A","JP.A",NA,"16",4,60,100,80,53,0.019,"9-13"
"565","JP.A.4.60-100.16_9_13_2018 1_11_56 PM_55","JP.A.4.60-100.16",28.717,0.006,0.059,0.019,0.206,"JP","A","JP.A",NA,"16",4,60,100,80,54,0.019,"9-13"
"575","Eu.E1.2.0-10.04_9_13_2018 1_16_58 PM_56","Eu.E1.2.0-10.04",16.928,0.02,0.405,0.12,2.394,"Eu","E","Eu.E1",NA,"04",2,0,10,5,55,0.12,"9-13"
"585","Eu.E1.3.0-10.04_9_13_2018 1_22_01 PM_57","Eu.E1.3.0-10.04",16.216,0.014,0.242,0.085,1.49,"Eu","E","Eu.E1",NA,"04",3,0,10,5,56,0.085,"9-13"
"595","Cr.E.1.0-10.16_9_13_2018 1_27_03 PM_58","Cr.E.1.0-10.16",17.426,0.021,0.406,0.118,2.329,"Cr","E","Cr.E",NA,"16",1,0,10,5,57,0.118,"9-13"
"605","TM.N.3.0-10.16_9_13_2018 1_32_06 PM_59","TM.N.3.0-10.16",19.116,0.01,0.156,0.052,0.817,"TM","N","TM.N",NA,"16",3,0,10,5,58,0.052,"9-13"
"624","JP.N.2.0-10.16_9_13_2018 1_42_20 PM_61","JP.N.2.0-10.16",21.003,0.007,0.095,0.033,0.452,"JP","N","JP.N",NA,"16",2,0,10,5,60,0.033,"9-13"
"634","BO.P.1.0-10.16_9_13_2018 1_47_23 PM_62","BO.P.1.0-10.16",17.819,0.024,0.311,0.134,1.748,"BO","P","BO.P",NA,"16",1,0,10,5,61,0.134,"9-13"
"644","It.N.3.0-10.16_9_13_2018 1_52_25 PM_63","It.N.3.0-10.16",17.313,0.09,1.599,0.519,9.237,"It","N","It.N",NA,"16",3,0,10,5,62,0.519,"9-13"
"654","JP.E1.3.60-100.16_9_13_2018 1_57_26 PM_64","JP.E1.3.60-100.16",30.596,0.007,0.114,0.021,0.372,"JP","E","JP.E1",NA,"16",3,60,100,80,63,0.021,"9-13"
"664","JP.E1.4.60-100.16_9_13_2018 2_02_29 PM_65","JP.E1.4.60-100.16",28.761,0.006,0.066,0.02,0.23,"JP","E","JP.E1",NA,"16",4,60,100,80,64,0.02,"9-13"
"620","Eu.E1.Ee2.4.0-10.16_9_10_2018 2_29_12 PM_5","Eu.E1.Ee2.4.0-10.16",19.588,0.021,0.299,0.106,1.527,"Eu","E","Eu.E1","Ee2","16",4,0,10,5,1,0.106,"9-10"
"719","Eu.E1.4.10-20.04_9_10_2018 2_34_13 PM_6","Eu.E1.T.4.10-20.04",20.595,0.017,0.358,0.085,1.739,"Eu","E","Eu.E1","T","04",4,10,20,15,2,0.085,"9-10"
"817","Eu.E1.3.10-20.04_9_10_2018 2_39_14 PM_7","Eu.E1.E.3.10-20.04",20.459,0.014,0.248,0.068,1.213,"Eu","E","Eu.E1","E","04",3,10,20,15,3,0.068,"9-10"
"912","Eu.E1.2.10-20.04_9_10_2018 2_44_16 PM_8","Eu.E1.T.2.10-20.04",21.507,0.013,0.249,0.06,1.156,"Eu","E","Eu.E1","T","04",2,10,20,15,4,0.06,"9-10"
"108","Eu.E1.1.10-20.04_9_10_2018 2_49_17 PM_9","Eu.E1.E.1.10-20.04",21.253,0.016,0.281,0.076,1.324,"Eu","E","Eu.E1","E","04",1,10,20,15,5,0.076,"9-10"
"118","Eu.E1.3.0-10.04_9_10_2018 2_54_18 PM_10","Eu.E1.E.3.0-10.04",20.729,0.016,0.293,0.079,1.413,"Eu","E","Eu.E1","E","04",3,0,10,5,6,0.079,"9-10"
"128","Eu.E1.2.0-10.04_9_10_2018 2_59_19 PM_11","Eu.E1.T.2.0-10.04",19.568,0.02,0.392,0.101,2.003,"Eu","E","Eu.E1","T","04",2,0,10,5,7,0.101,"9-10"
"138","Eu.E1.1.0-10.04_9_10_2018 3_04_21 PM_12","Eu.E1.E.1.0-10.04",19.576,0.019,0.359,0.097,1.833,"Eu","E","Eu.E1","E","04",1,0,10,5,8,0.097,"9-10"
"148","Eu.E1.1.60-100.04_9_10_2018 3_09_22 PM_13","Eu.E1.1.60-100.04",19.542,0.006,0.066,0.03,0.339,"Eu","E","Eu.E1",NA,"04",1,60,100,80,9,0.03,"9-10"
"158","Eu.E1.2.60-100.04_9_10_2018 3_14_24 PM_14","Eu.E1.2.60-100.04",19.483,0.006,0.062,0.029,0.316,"Eu","E","Eu.E1",NA,"04",2,60,100,80,10,0.029,"9-10"
"168","Eu.E1.3.60-100.04_9_10_2018 3_19_25 PM_15","Eu.E1.3.60-100.04",18.89,0.005,0.041,0.026,0.214,"Eu","E","Eu.E1",NA,"04",3,60,100,80,11,0.026,"9-10"
"188","JP.A.L.3.60-100.16_9_10_2018 3_29_31 PM_17","JP.A.L.3.60-100.16",21.745,NA,0.031,NA,0.144,"JP","A","JP.A","L","16",3,60,100,80,13,NA,"9-10"
"198","JP.A.E.2.0-10.16_9_10_2018 3_34_32 PM_18","JP.A.E.2.0-10.16",19.902,0.01,0.16,0.049,0.802,"JP","A","JP.A","E","16",2,0,10,5,14,0.049,"9-10"
"208","JP.A.E.1.0-10.16_9_10_2018 3_39_34 PM_19","JP.A.E.1.0-10.16",18.858,0.009,0.146,0.047,0.777,"JP","A","JP.A","E","16",1,0,10,5,15,0.047,"9-10"
"2112","JP.A.E.1.40-60.16_9_10_2018 3_44_36 PM_20","JP.A.E.1.40-60.16",20.185,0.005,0.036,0.024,0.178,"JP","A","JP.A","E","16",1,40,60,50,16,0.024,"9-10"
"2210","JP.A.L.3.0-10.16_9_10_2018 3_49_37 PM_21","JP.A.L.3.0-10.16",21.108,0.011,0.228,0.054,1.078,"JP","A","JP.A","L","16",3,0,10,5,17,0.054,"9-10"
"238","JP.A.L.4.0-10.16_9_10_2018 3_54_39 PM_22","JP.A.L.4.0-10.16",20.615,0.008,0.135,0.038,0.654,"JP","A","JP.A","L","16",4,0,10,5,18,0.038,"9-10"
"258","Eu.N.3.40-60.04_9_10_2018 4_04_46 PM_24","Eu.N.3.40-60.04",21.02,0.008,0.141,0.04,0.67,"Eu","N","Eu.N",NA,"04",3,40,60,50,20,0.04,"9-10"
"268","Eu.N.4.40-60.04_9_10_2018 4_09_48 PM_25","Eu.N.4.40-60.04",18.941,0.007,0.104,0.037,0.547,"Eu","N","Eu.N",NA,"04",4,40,60,50,21,0.037,"9-10"
"278","Eu.N.1.60-100.04_9_10_2018 4_14_50 PM_26","Eu.N.1.60-100.04",21.392,0.007,0.115,0.033,0.536,"Eu","N","Eu.N",NA,"04",1,60,100,80,22,0.033,"9-10"
"288","Eu.N.2.60-100.04_9_10_2018 4_19_52 PM_27","Eu.N.2.60-100.04",19.409,0.009,0.285,0.047,1.466,"Eu","N","Eu.N",NA,"04",2,60,100,80,23,0.047,"9-10"
"298","Eu.N.1.20-40.04_9_10_2018 4_24_54 PM_28","Eu.N.1.20-40.04",20.264,0.012,0.204,0.057,1.008,"Eu","N","Eu.N",NA,"04",1,20,40,30,24,0.057,"9-10"
"308","Eu.N.2.20-40.04_9_10_2018 4_29_56 PM_29","Eu.N.2.20-40.04",20.552,0.012,0.241,0.057,1.174,"Eu","N","Eu.N",NA,"04",2,20,40,30,25,0.057,"9-10"
"3112","JP.A.E.4.10-20.16_9_10_2018 4_34_58 PM_30","JP.A.E.4.10-20.16",18.926,0.005,0.047,0.026,0.249,"JP","A","JP.A","E","16",4,10,20,15,26,0.026,"9-10"
"3210","JP.A.E.4.20-40.16_9_10_2018 4_40_00 PM_31","JP.A.E.4.20-40.16",18.399,0.006,0.056,0.03,0.303,"JP","A","JP.A","E","16",4,20,40,30,27,0.03,"9-10"
"338","JP.A.E.1.20-40.16_9_10_2018 4_45_03 PM_32","JP.A.E.1.20-40.16",19.681,0.006,0.062,0.03,0.313,"JP","A","JP.A","E","16",1,20,40,30,28,0.03,"9-10"
"348","JP.A.E.2.20-40.16_9_10_2018 4_50_04 PM_33","JP.A.E.2.20-40.16",20.384,0.005,0.047,0.026,0.229,"JP","A","JP.A","E","16",2,20,40,30,29,0.026,"9-10"
"358","JP.A.E.3.20-40.16_9_10_2018 4_55_06 PM_34","JP.A.E.3.20-40.16",20.414,0.005,0.052,0.025,0.254,"JP","A","JP.A","E","16",3,20,40,30,30,0.025,"9-10"
"378","Eu.N.1.40-60.04_9_10_2018 5_05_17 PM_36","Eu.N.1.40-60.04",21.25,0.008,0.143,0.04,0.675,"Eu","N","Eu.N",NA,"04",1,40,60,50,32,0.04,"9-10"
"388","Eu.N.2.40-60.04_9_10_2018 5_10_19 PM_37","Eu.N.2.40-60.04",21.271,0.01,0.219,0.046,1.03,"Eu","N","Eu.N",NA,"04",2,40,60,50,33,0.046,"9-10"
"398","Eu.N.3.40-60.04_9_10_2018 5_15_20 PM_38","Eu.N.3.40-60.04",20.089,0.008,0.14,0.042,0.695,"Eu","N","Eu.N",NA,"04",3,40,60,50,34,0.042,"9-10"
"408","Eu.E2.1.20-40.04_9_10_2018 5_20_22 PM_39","Eu.E2.1.20-40.04",21.112,0.009,0.178,0.042,0.841,"Eu","E","Eu.E2",NA,"04",1,20,40,30,35,0.042,"9-10"
"4112","Eu.E2.2.20-40.04_9_10_2018 5_25_24 PM_40","Eu.E2.2.20-40.04",19.215,0.008,0.135,0.043,0.705,"Eu","E","Eu.E2",NA,"04",2,20,40,30,36,0.043,"9-10"
"4210","Eu.E2.3.20-40.04_9_10_2018 5_30_26 PM_41","Eu.E2.3.20-40.04",21.543,0.009,0.173,0.041,0.804,"Eu","E","Eu.E2",NA,"04",3,20,40,30,37,0.041,"9-10"
"438","Eu.E2.4.20-40.04_9_10_2018 5_35_28 PM_42","Eu.E2.4.20-40.04",19.436,0.008,0.153,0.042,0.789,"Eu","E","Eu.E2",NA,"04",4,20,40,30,38,0.042,"9-10"
"447","Eu.E2.1.10-20.04_9_10_2018 5_40_30 PM_43","Eu.E2.1.10-20.04",20.595,0.012,0.259,0.06,1.256,"Eu","E","Eu.E2",NA,"04",1,10,20,15,39,0.06,"9-10"
"457","Eu.E2.2.10-20.04_9_10_2018 5_45_33 PM_44","Eu.E2.2.10-20.04",21.253,0.013,0.299,0.061,1.408,"Eu","E","Eu.E2",NA,"04",2,10,20,15,40,0.061,"9-10"
"467","Eu.E2.3.10-20.04_9_10_2018 5_50_35 PM_45","Eu.E2.3.10-20.04",21.008,0.013,0.27,0.062,1.283,"Eu","E","Eu.E2",NA,"04",3,10,20,15,41,0.062,"9-10"
"477","Eu.E2.4.10-20.04_9_10_2018 5_55_37 PM_46","Eu.E2.4.10-20.04",18.926,0.013,0.26,0.07,1.372,"Eu","E","Eu.E2",NA,"04",4,10,20,15,42,0.07,"9-10"
"487","Eu.E2.4.20-40.04_9_10_2018 6_00_39 PM_47","Eu.E2.4.20-40.04",19.911,0.008,0.159,0.04,0.796,"Eu","E","Eu.E2",NA,"04",4,20,40,30,43,0.04,"9-10"
"507","TM.E.1.20-40.16_9_10_2018 6_10_52 PM_49","TM.E.1.20-40.16",18.781,0.006,0.121,0.034,0.645,"TM","E","TM.E",NA,"16",1,20,40,30,45,0.034,"9-10"
"5111","TM.E.2.20-40.16_9_10_2018 6_15_54 PM_50","TM.E.2.20-40.16",18.49,0.007,0.138,0.036,0.745,"TM","E","TM.E",NA,"16",2,20,40,30,46,0.036,"9-10"
"527","TM.E.3.20-40.16_9_10_2018 6_20_56 PM_51","TM.E.3.20-40.16",19.721,0.009,0.158,0.048,0.8,"TM","E","TM.E",NA,"16",3,20,40,30,47,0.048,"9-10"
"536","TM.E.4.20-40.16_9_10_2018 6_25_58 PM_52","TM.E.4.20-40.16",19.056,0.007,0.087,0.038,0.459,"TM","E","TM.E",NA,"16",4,20,40,30,48,0.038,"9-10"
"546","TM.E.1.60-100.16_9_10_2018 6_31_00 PM_53","TM.E.1.60-100.16",20.262,0.005,0.077,0.026,0.379,"TM","E","TM.E",NA,"16",1,60,100,80,49,0.026,"9-10"
"556","TM.E.2.60-100.16_9_10_2018 6_36_02 PM_54","TM.E.2.60-100.16",20.169,0.006,0.081,0.028,0.402,"TM","E","TM.E",NA,"16",2,60,100,80,50,0.028,"9-10"
"566","TM.E.3.60-100.16_9_10_2018 6_41_05 PM_55","TM.E.3.60-100.16",19.248,0.006,0.071,0.03,0.367,"TM","E","TM.E",NA,"16",3,60,100,80,51,0.03,"9-10"
"576","TM.E.4.60-100.16_9_10_2018 6_46_07 PM_56","TM.E.4.60-100.16",19.944,0.005,0.051,0.026,0.254,"TM","E","TM.E",NA,"16",4,60,100,80,52,0.026,"9-10"
"586","Eu.E2.1.20-40.16_9_10_2018 6_56_18 PM_58","Eu.E2.1.20-40.16",20.103,0.012,0.236,0.061,1.173,"Eu","E","Eu.E2",NA,"16",1,20,40,30,53,0.061,"9-10"
"596","TM.A.4.60-100.16_9_10_2018 7_01_20 PM_59","TM.A.4.60-100.16",19.195,0.006,0.071,0.03,0.371,"TM","A","TM.A",NA,"16",4,60,100,80,54,0.03,"9-10"
"606","TM.A.3.60-100.16_9_10_2018 7_06_22 PM_60","TM.A.3.60-100.16",19.891,0.005,0.065,0.028,0.325,"TM","A","TM.A",NA,"16",3,60,100,80,55,0.028,"9-10"
"625","TM.N.1.10-20.16_9_10_2018 7_16_37 PM_62","TM.N.1.10-20.16",20.315,0.011,0.163,0.053,0.803,"TM","N","TM.N",NA,"16",1,10,20,15,57,0.053,"9-10"
"635","TM.N.2.10-20.16_9_10_2018 7_21_38 PM_63","TM.N.2.10-20.16",18.882,0.01,0.154,0.055,0.818,"TM","N","TM.N",NA,"16",2,10,20,15,58,0.055,"9-10"
"645","TM.N.3.20-40.16_9_10_2018 7_26_41 PM_64","TM.N.3.20-40.16",20.159,0.009,0.115,0.044,0.569,"TM","N","TM.N",NA,"16",3,20,40,30,59,0.044,"9-10"
"655","JP.A.E.4.40-60.16_9_10_2018 7_31_42 PM_65","JP.A.E.4.40-60.16",18.335,NA,0.027,NA,0.147,"JP","A","JP.A","E","16",4,40,60,50,60,NA,"9-10"
"665","JP.A.E.3.40-60.16_9_10_2018 7_36_44 PM_66","JP.A.E.3.40-60.16",21.919,NA,0.044,NA,0.201,"JP","A","JP.A","E","16",3,40,60,50,61,NA,"9-10"
"675","JP.A.L.4.40-60.16_9_10_2018 7_41_46 PM_67","JP.A.L.4.40-60.16",20.979,0.005,0.057,0.025,0.272,"JP","A","JP.A","L","16",4,40,60,50,62,0.025,"9-10"
"684","Eu.N.1.10-20.16_9_10_2018 7_46_49 PM_68","Eu.N.1.10-20.16",19.189,0.018,0.286,0.094,1.49,"Eu","N","Eu.N",NA,"16",1,10,20,15,63,0.094,"9-10"
"230","Eu.E1.3.10-20.04_10_2_2018 8_38_34 AM_2","Eu.E1.3.10-20.04",18.725,0.01,0.232,0.053,1.24,"Eu","E","Eu.E1",NA,"04",3,10,20,15,1,0.053,"10-2"
"626","Bp.E2.4.40-60.16_10_2_2018 8_58_40 AM_6","Bp.E2.4.40-60.16",19.18,0.015,0.305,0.079,1.592,"Bp","E","Bp.E2",NA,"16",4,40,60,50,5,0.079,"10-2"
"720","Bp.E2.2.40-60.16_10_2_2018 9_03_41 AM_7","Bp.E2.2.40-60.16",18.856,0.014,0.21,0.073,1.113,"Bp","E","Bp.E2",NA,"16",2,40,60,50,6,0.073,"10-2"
"818","Bp.E2.1.40-60.16_10_2_2018 9_08_42 AM_8","Bp.E2.1.40-60.16",18.272,0.018,0.356,0.099,1.946,"Bp","E","Bp.E2",NA,"16",1,40,60,50,7,0.099,"10-2"
"913","Eu.E1.1.10-20.16_10_2_2018 9_13_43 AM_9","Eu.E1.1.10-20.16",19.876,0.017,0.253,0.086,1.274,"Eu","E","Eu.E1",NA,"16",1,10,20,15,8,0.086,"10-2"
"109","Eu.E1.1.10-20.16_10_2_2018 9_18_45 AM_10","Eu.E1.1.10-20.16",17.433,0.013,0.186,0.076,1.07,"Eu","E","Eu.E1",NA,"16",1,10,20,15,9,0.076,"10-2"
"119","Eu.E1.2.10-20.16_10_2_2018 9_23_46 AM_11","Eu.E1.2.10-20.16",19.272,0.014,0.169,0.071,0.877,"Eu","E","Eu.E1",NA,"16",2,10,20,15,10,0.071,"10-2"
"129","Eu.E1.T.2.0-10.16_10_2_2018 9_28_47 AM_12","Eu.E1.T.2.0-10.16",19.932,0.019,0.263,0.095,1.318,"Eu","E","Eu.E1","T","16",2,0,10,5,11,0.095,"10-2"
"139","It.E1.L.5.60-100.16_10_2_2018 9_33_48 AM_13","It.E1.L.5.60-100.16",20.29,0.008,0.165,0.04,0.811,"It","E","It.E1","L","16",5,60,100,80,12,0.04,"10-2"
"159","It.E1.L.5.60-100.16_10_2_2018 9_43_53 AM_15","It.E1.L.5.60-100.16",17.887,0.007,0.139,0.037,0.777,"It","E","It.E1","L","16",5,60,100,80,14,0.037,"10-2"
"169","Cr.E.1.20-40.16_10_2_2018 9_48_55 AM_16","Cr.E.1.20-40.16",20.876,0.018,0.291,0.085,1.393,"Cr","E","Cr.E",NA,"16",1,20,40,30,15,0.085,"10-2"
"179","Bp.E2.Ee1.3.0-10.16_10_2_2018 9_53_56 AM_17","Bp.E2.Ee1.3.0-10.16",18.559,0.019,0.345,0.102,1.857,"Bp","E","Bp.E2","Ee1","16",3,0,10,5,16,0.102,"10-2"
"189","JP.A.E.2.40-60.16_10_2_2018 9_58_58 AM_18","JP.A.E.2.40-60.16",27.166,0.007,0.048,0.026,0.176,"JP","A","JP.A","E","16",2,40,60,50,17,0.026,"10-2"
"199","Eu.E2.Ee1.2.0-10.16_10_2_2018 10_03_59 AM_19","Eu.E2.Ee1.2.0-10.16",20.755,0.02,0.324,0.095,1.56,"Eu","E","Eu.E2","Ee1","16",2,0,10,5,18,0.095,"10-2"
"209","Bp.E2.3.40-60.16_10_2_2018 10_09_01 AM_20","Bp.E2.3.40-60.16",20.432,0.015,0.244,0.072,1.192,"Bp","E","Bp.E2",NA,"16",3,40,60,50,19,0.072,"10-2"
"2113","It.E2.1.40-60.16_10_2_2018 10_14_02 AM_21","It.E2.1.40-60.16",16.685,0.013,0.29,0.077,1.739,"It","E","It.E2",NA,"16",1,40,60,50,20,0.077,"10-2"
"2211","It.E2.2.40-60.16_10_2_2018 10_19_03 AM_22","It.E2.2.40-60.16",19.497,0.015,0.365,0.078,1.87,"It","E","It.E2",NA,"16",2,40,60,50,21,0.078,"10-2"
"239","It.E2.1.20-40.16_10_2_2018 10_24_05 AM_23","It.E2.1.20-40.16",18.513,0.018,0.441,0.1,2.383,"It","E","It.E2",NA,"16",1,20,40,30,22,0.1,"10-2"
"249","It.E1.Ee1.3.10-20.16_10_2_2018 10_29_07 AM_24","It.E1.Ee1.3.10-20.16",16.661,0.03,0.763,0.179,4.581,"It","E","It.E1","Ee1","16",3,10,20,15,23,0.179,"10-2"
"269","JP.P.1.20-40.04_10_2_2018 10_39_14 AM_26","JP.P.1.20-40.04",21.62,0.007,0.096,0.032,0.444,"JP","P","JP.P",NA,"04",1,20,40,30,25,0.032,"10-2"
"279","It.N.1.0-10.04_10_2_2018 10_44_16 AM_27","It.N.1.0-10.04",19.106,0.058,1.038,0.302,5.432,"It","N","It.N",NA,"04",1,0,10,5,26,0.302,"10-2"
"289","Bp.E2.1.20-40.16_10_2_2018 10_49_18 AM_28","Bp.E2.1.20-40.16",17.817,0.023,0.495,0.128,2.776,"Bp","E","Bp.E2",NA,"16",1,20,40,30,27,0.128,"10-2"
"299","Bp.E2.1.20-40.16_10_2_2018 10_54_20 AM_29","Bp.E2.1.20-40.16",18.929,0.024,0.513,0.128,2.708,"Bp","E","Bp.E2",NA,"16",1,20,40,30,28,0.128,"10-2"
"309","JP.P.3.60-100.04_10_2_2018 10_59_21 AM_30","JP.P.3.60-100.04",26.196,0.006,0.081,0.023,0.31,"JP","P","JP.P",NA,"04",3,60,100,80,29,0.023,"10-2"
"3113","JP.A.4.40-60.16_10_2_2018 11_04_23 AM_31","JP.A.4.40-60.16",26.858,0.006,0.054,0.023,0.203,"JP","A","JP.A",NA,"16",4,40,60,50,30,0.023,"10-2"
"3211","JP.A.3.40-60.16_10_2_2018 11_09_24 AM_32","JP.A.3.40-60.16",25.544,0.006,0.04,0.023,0.156,"JP","A","JP.A",NA,"16",3,40,60,50,31,0.023,"10-2"
"339","Bp.E2.3.40-60.16_10_2_2018 11_14_26 AM_33","Bp.E2.3.40-60.16",18.137,0.012,0.199,0.068,1.099,"Bp","E","Bp.E2",NA,"16",3,40,60,50,32,0.068,"10-2"
"359","BO.P.2.40-60.16_10_2_2018 11_46_32 AM_35","BO.P.2.40-60.16",17.695,0.013,0.161,0.071,0.91,"BO","P","BO.P",NA,"16",2,40,60,50,34,0.071,"10-2"
"369","BO.P.2.40-60.16_10_2_2018 11_51_34 AM_36","BO.P.2.40-60.16",22.361,0.012,0.159,0.053,0.713,"BO","P","BO.P",NA,"16",2,40,60,50,35,0.053,"10-2"
"379","BO.P.2.40-60.16_10_2_2018 11_56_36 AM_37","BO.P.2.40-60.16",22.73,0.013,0.182,0.058,0.803,"BO","P","BO.P",NA,"16",2,40,60,50,36,0.058,"10-2"
"389","Cr.A2.2.10-20.16_10_2_2018 12_01_38 PM_38","Cr.A2.2.10-20.16",21.665,0.022,0.396,0.099,1.83,"Cr","A","Cr.A2",NA,"16",2,10,20,15,37,0.099,"10-2"
"399","Cr.A2.2.10-20.16_10_2_2018 12_06_40 PM_39","Cr.A2.2.10-20.16",18.653,0.019,0.374,0.103,2.008,"Cr","A","Cr.A2",NA,"16",2,10,20,15,38,0.103,"10-2"
"409","Cr.A2.2.10-20.16_10_2_2018 12_11_42 PM_40","Cr.A2.2.10-20.16",21.152,0.022,0.397,0.104,1.877,"Cr","A","Cr.A2",NA,"16",2,10,20,15,39,0.104,"10-2"
